adenoma_1,adenoma_1,adenoma_8,adenoma_8,adenoma_9,adenoma_9,adenoma_10,adenoma_10,adenoma_11,adenoma_11,adenoma_2,adenoma_2,adenoma_12,adenoma_12,adenoma_13,adenoma_13,adenoma_14,adenoma_14,adenoma_15,adenoma_15,adenoma_16,adenoma_16,adenoma_17,adenoma_17,adenoma_18,adenoma_18,adenoma_19,adenoma_19,adenoma_20,adenoma_20,adenoma_21,adenoma_21,adenoma_3,adenoma_3,adenoma_22,adenoma_22,adenoma_23,adenoma_23,adenoma_24,adenoma_24,adenoma_25,adenoma_25,adenoma_26,adenoma_26,adenoma_27,adenoma_27,adenoma_28,adenoma_28,adenoma_29,adenoma_29,adenoma_30,adenoma_30,adenoma_31,adenoma_31,adenoma_4,adenoma_4,adenoma_32,adenoma_32,adenoma_33,adenoma_33,adenoma_34,adenoma_34,adenoma_35,adenoma_35,adenoma_36,adenoma_36,adenoma_37,adenoma_37,adenoma_38,adenoma_38,adenoma_39,adenoma_39,adenoma_40,adenoma_40,adenoma_5,adenoma_5,adenoma_6,adenoma_6,adenoma_7,adenoma_7,hyperplasic_1,hyperplasic_1,hyperplasic_10,hyperplasic_10,hyperplasic_11,hyperplasic_11,hyperplasic_12,hyperplasic_12,hyperplasic_13,hyperplasic_13,hyperplasic_14,hyperplasic_14,hyperplasic_15,hyperplasic_15,hyperplasic_16,hyperplasic_16,hyperplasic_17,hyperplasic_17,hyperplasic_18,hyperplasic_18,hyperplasic_19,hyperplasic_19,hyperplasic_2,hyperplasic_2,hyperplasic_20,hyperplasic_20,hyperplasic_21,hyperplasic_21,hyperplasic_3,hyperplasic_3,hyperplasic_4,hyperplasic_4,hyperplasic_5,hyperplasic_5,hyperplasic_6,hyperplasic_6,hyperplasic_7,hyperplasic_7,hyperplasic_8,hyperplasic_8,hyperplasic_9,hyperplasic_9,serrated_1,serrated_1,serrated_10,serrated_10,serrated_11,serrated_11,serrated_12,serrated_12,serrated_13,serrated_13,serrated_14,serrated_14,serrated_15,serrated_15,serrated_2,serrated_2,serrated_3,serrated_3,serrated_4,serrated_4,serrated_5,serrated_5,serrated_6,serrated_6,serrated_7,serrated_7,serrated_8,serrated_8,serrated_9,serrated_9
0.033135,0.033218,0.049305,0.053307,0.04404,0.046935,0.036354,0.029625,0.046422,0.052462,0.033706,0.037046,0.038339,0.031459,0.044967,0.041994,0.044362,0.03759,0.042709,0.03474,0.038856,0.035028,0.0461,0.050754,0.052102,0.053524,0.026927,0.034146,0.025405,0.035945,0.045065,0.046465,0.040695,0.036463,0.03346,0.03342,0.038587,0.056149,0.044415,0.028413,0.065567,0.045832,0.061313,0.056765,0.034113,0.037212,0.034679,0.036571,0.01838,0.017481,0.055049,0.041568,0.052223,0.03714,0.033191,0.029343,0.045805,0.03523,0.038866,0.043609,0.044817,0.046328,0.046552,0.049101,0.0541,0.034619,0.049079,0.055994,0.055833,0.054847,0.054355,0.046313,0.047825,0.045039,0.032968,0.036154,0.035837,0.034273,0.054875,0.05976,0.024185,0.017688,0.037773,0.043585,0.038232,0.047456,0.051105,0.040653,0.052863,0.049468,0.055757,0.033071,0.029898,0.031965,0.04605,0.031558,0.057228,0.049945,0.054121,0.065914,0.043039,0.050637,0.026996,0.038205,0.026423,0.032805,0.041359,0.043405,0.028893,0.02472,0.033401,0.026618,0.046943,0.058249,0.070452,0.051763,0.046855,0.048267,0.032795,0.035852,0.044807,0.041257,0.034651,0.044784,0.053763,0.046449,0.044942,0.047531,0.038466,0.046075,0.040025,0.037467,0.042906,0.059237,0.040872,0.031421,0.044779,0.044227,0.036495,0.036317,0.034215,0.033312,0.036119,0.042238,0.029687,0.031524,0.042271,0.044622,0.045258,0.046813,0.048371,0.03888
0.022699,0.022844,0.036112,0.038256,0.030444,0.0324,0.025667,0.022766,0.028513,0.031696,0.028677,0.030222,0.02825,0.027609,0.031701,0.029748,0.030467,0.025733,0.0262,0.021976,0.030373,0.026072,0.029693,0.031651,0.0342,0.0319,0.020025,0.027179,0.023854,0.031946,0.030798,0.028281,0.025908,0.024086,0.023794,0.025125,0.0305,0.041487,0.030713,0.026392,0.041849,0.035804,0.036209,0.034472,0.024343,0.023849,0.029706,0.029843,0.014107,0.013075,0.037367,0.027306,0.034455,0.027072,0.025538,0.027945,0.030572,0.026297,0.029586,0.034908,0.028263,0.030957,0.028239,0.033722,0.034537,0.023764,0.031744,0.035914,0.03463,0.038851,0.038984,0.032665,0.033198,0.029609,0.024097,0.026381,0.025851,0.025271,0.036015,0.039453,0.022633,0.014766,0.0292,0.035875,0.032392,0.035736,0.03228,0.027958,0.033328,0.03391,0.042274,0.022095,0.02745,0.021359,0.033523,0.024747,0.038826,0.034506,0.03708,0.036669,0.027879,0.033331,0.017206,0.025729,0.020126,0.019418,0.030365,0.029884,0.023812,0.024506,0.026987,0.020996,0.036104,0.037967,0.040601,0.035396,0.027904,0.030377,0.028591,0.027739,0.029127,0.026513,0.029167,0.027933,0.035694,0.032605,0.030392,0.030927,0.028385,0.031714,0.027954,0.026612,0.032931,0.038608,0.033513,0.028207,0.031577,0.029731,0.030041,0.028755,0.028721,0.029081,0.027878,0.030864,0.023759,0.026184,0.026824,0.028109,0.029305,0.034546,0.036577,0.029758
0.029071,0.031486,0.042202,0.042313,0.035936,0.038222,0.027765,0.023671,0.042799,0.043516,0.025154,0.028846,0.029812,0.02706,0.03822,0.036951,0.030091,0.026947,0.029759,0.026744,0.029985,0.025083,0.034138,0.038938,0.040588,0.034837,0.024112,0.026237,0.022972,0.031806,0.039005,0.042308,0.027155,0.024023,0.030582,0.028519,0.027966,0.042998,0.033636,0.018769,0.045726,0.031728,0.045362,0.041311,0.039517,0.038961,0.031182,0.026928,0.013095,0.011889,0.038622,0.028416,0.036368,0.029323,0.02575,0.026301,0.035667,0.027005,0.027813,0.028891,0.030585,0.031837,0.031764,0.036975,0.035495,0.022995,0.033478,0.035025,0.038004,0.032652,0.038174,0.030295,0.03625,0.041166,0.02546,0.026402,0.026695,0.026955,0.034015,0.032382,0.015484,0.012772,0.02616,0.028657,0.027171,0.037059,0.038369,0.032144,0.040483,0.032362,0.043207,0.016949,0.02208,0.01945,0.03262,0.018334,0.046314,0.036532,0.033941,0.048574,0.033381,0.039669,0.021541,0.025498,0.017776,0.021862,0.0259,0.031851,0.020678,0.014949,0.023418,0.018294,0.020114,0.035572,0.045555,0.038939,0.034335,0.041209,0.020427,0.024852,0.030458,0.032326,0.025185,0.038177,0.036732,0.032131,0.036959,0.044641,0.025777,0.031602,0.040833,0.042539,0.032329,0.038177,0.02465,0.02047,0.036608,0.036057,0.025928,0.027534,0.028174,0.026675,0.026783,0.030253,0.025299,0.02573,0.029585,0.032216,0.033389,0.037744,0.031427,0.028184
0.021627,0.02378,0.031762,0.031283,0.026255,0.027448,0.023028,0.018965,0.028381,0.027833,0.021487,0.025052,0.025642,0.027722,0.029198,0.02784,0.022233,0.020531,0.020332,0.018648,0.02477,0.020602,0.022889,0.026944,0.026466,0.023354,0.017159,0.021177,0.023016,0.032071,0.028344,0.026606,0.018733,0.017064,0.02266,0.020924,0.020967,0.033374,0.0255,0.01703,0.030977,0.025592,0.027097,0.026737,0.033043,0.027527,0.023523,0.02245,0.010579,0.0099825,0.027677,0.023991,0.028022,0.028489,0.02056,0.026394,0.027233,0.022403,0.024813,0.022728,0.019258,0.023074,0.02266,0.027781,0.024477,0.018251,0.024609,0.024472,0.029484,0.025438,0.029594,0.028085,0.027539,0.029881,0.021697,0.024521,0.022351,0.020294,0.024751,0.023209,0.014784,0.012416,0.022888,0.030108,0.024383,0.029961,0.025059,0.023658,0.026549,0.024367,0.031126,0.011014,0.016769,0.012371,0.02279,0.016802,0.029845,0.027937,0.027074,0.03002,0.021576,0.024535,0.015733,0.017013,0.015545,0.015026,0.023514,0.022771,0.018205,0.015628,0.020886,0.016516,0.019017,0.028491,0.027309,0.025281,0.021848,0.026388,0.019777,0.022168,0.023108,0.02503,0.022152,0.024994,0.024107,0.023181,0.026843,0.028976,0.021473,0.026143,0.030779,0.030811,0.028788,0.028924,0.022718,0.022627,0.030718,0.028159,0.026324,0.024689,0.02466,0.024004,0.022394,0.024389,0.022315,0.023114,0.020381,0.02178,0.022347,0.030764,0.027098,0.023908
0.027219,0.027096,0.035155,0.029447,0.030856,0.030915,0.021796,0.02096,0.036693,0.031432,0.021201,0.02177,0.019899,0.023151,0.034609,0.03397,0.019907,0.019204,0.020847,0.018338,0.023305,0.017027,0.023014,0.025491,0.036938,0.02187,0.024264,0.023635,0.023249,0.029352,0.031918,0.033783,0.017912,0.01749,0.023495,0.025507,0.0277,0.041563,0.038216,0.015635,0.033833,0.021983,0.025676,0.028994,0.031714,0.03585,0.035054,0.0301,0.0095081,0.0080064,0.032417,0.01672,0.032066,0.021304,0.022331,0.027939,0.02968,0.022599,0.024485,0.02565,0.024007,0.021481,0.021186,0.025903,0.027613,0.015094,0.028287,0.020785,0.03043,0.022079,0.028797,0.02147,0.038789,0.046804,0.01246,0.019131,0.018755,0.019894,0.025386,0.0189,0.01279,0.011552,0.021677,0.025466,0.034507,0.03448,0.026133,0.026462,0.02564,0.023302,0.04192,0.010239,0.019504,0.017762,0.012311,0.013811,0.040753,0.027841,0.022949,0.03474,0.023681,0.034186,0.01564,0.019166,0.0088709,0.0094967,0.017064,0.02785,0.016429,0.012104,0.015169,0.014036,0.012083,0.019936,0.030101,0.026594,0.029724,0.034035,0.01523,0.018605,0.022562,0.025032,0.017687,0.032555,0.029603,0.024641,0.02606,0.053525,0.019007,0.024234,0.043802,0.048923,0.033253,0.024204,0.017605,0.017064,0.034853,0.029678,0.01696,0.019693,0.0229,0.021554,0.02425,0.021828,0.022795,0.022048,0.019347,0.02155,0.028371,0.041754,0.023884,0.021453
0.0233,0.023455,0.028297,0.025665,0.023719,0.024927,0.027335,0.023398,0.027822,0.024031,0.023572,0.024137,0.018742,0.024713,0.030284,0.02936,0.018687,0.017127,0.015103,0.014176,0.021104,0.016567,0.018465,0.021806,0.026647,0.017911,0.018828,0.02069,0.029233,0.034131,0.02564,0.022451,0.014365,0.013979,0.019082,0.022907,0.022665,0.031857,0.028126,0.014824,0.027493,0.017867,0.018708,0.023446,0.032407,0.029059,0.026152,0.023533,0.0084841,0.0075853,0.028736,0.013072,0.027564,0.02459,0.023248,0.028636,0.02651,0.023264,0.026999,0.023129,0.01656,0.017259,0.018839,0.022492,0.023822,0.013231,0.025076,0.017241,0.025394,0.023629,0.026141,0.021823,0.029389,0.032639,0.010508,0.018797,0.0171,0.016882,0.022081,0.017943,0.012951,0.012306,0.017489,0.02548,0.031405,0.032595,0.020082,0.023816,0.020017,0.021388,0.030522,0.0085488,0.018286,0.012571,0.01001,0.013569,0.029668,0.02326,0.018372,0.023207,0.024368,0.024926,0.012484,0.015118,0.008982,0.0076592,0.016464,0.020862,0.015724,0.012648,0.014701,0.014442,0.01198,0.020055,0.022544,0.018825,0.024165,0.027351,0.019638,0.018904,0.018152,0.021366,0.016848,0.024873,0.023823,0.019518,0.023538,0.036446,0.019845,0.024987,0.036918,0.037827,0.033171,0.021429,0.018709,0.024563,0.03425,0.025489,0.021979,0.023013,0.024201,0.023348,0.024941,0.020573,0.024882,0.021777,0.0164,0.01631,0.021662,0.030447,0.023697,0.020895
0.036661,0.035432,0.029187,0.021481,0.043461,0.028742,0.029863,0.035122,0.045385,0.042163,0.027899,0.021553,0.032411,0.029411,0.033602,0.033615,0.030908,0.032393,0.029141,0.031119,0.031817,0.02685,0.03272,0.031728,0.032392,0.026993,0.030199,0.031103,0.027796,0.028653,0.042987,0.050669,0.033309,0.030704,0.040569,0.042649,0.025864,0.025877,0.040079,0.04111,0.032772,0.022971,0.031226,0.031631,0.025854,0.03665,0.028777,0.026647,0.026042,0.021117,0.035555,0.03518,0.022785,0.027165,0.031502,0.035757,0.041046,0.037818,0.026943,0.031658,0.043097,0.03704,0.031351,0.034622,0.027819,0.027448,0.033662,0.027715,0.028573,0.038958,0.020961,0.022307,0.052015,0.058184,0.031732,0.029363,0.031434,0.035266,0.037691,0.026287,0.019683,0.028038,0.021065,0.018255,0.025491,0.031507,0.031796,0.031508,0.034107,0.033629,0.019309,0.022123,0.026437,0.032047,0.030316,0.019754,0.030637,0.028218,0.0094116,0.02725,0.032403,0.049458,0.031918,0.029314,0.018985,0.030455,0.023939,0.021759,0.024372,0.018201,0.024803,0.024075,0.013063,0.021332,0.035604,0.039592,0.040213,0.050236,0.025577,0.025513,0.043494,0.028365,0.026264,0.042363,0.028442,0.021239,0.036137,0.03619,0.028772,0.032393,0.054304,0.050695,0.03363,0.030086,0.0095732,0.013011,0.026385,0.025634,0.018763,0.022288,0.026262,0.02738,0.032992,0.025052,0.038252,0.03641,0.029331,0.027481,0.040528,0.031895,0.021204,0.030873
0.02773,0.028843,0.024038,0.021256,0.030767,0.022022,0.030961,0.034565,0.033454,0.028414,0.024487,0.018729,0.030599,0.030011,0.025556,0.032329,0.025128,0.027559,0.021,0.021874,0.027706,0.023829,0.027314,0.024416,0.024123,0.02344,0.020621,0.022096,0.02363,0.022748,0.030045,0.03194,0.028177,0.024008,0.032376,0.03177,0.024614,0.021505,0.031802,0.036109,0.030553,0.019984,0.022348,0.023579,0.028007,0.032144,0.021257,0.020403,0.023403,0.021623,0.030059,0.027965,0.025659,0.028736,0.029008,0.034604,0.025954,0.03058,0.025227,0.027135,0.029332,0.028748,0.02525,0.024218,0.02124,0.020995,0.027592,0.021898,0.020955,0.030901,0.018472,0.02018,0.042536,0.037095,0.029773,0.02319,0.025592,0.028725,0.033509,0.024177,0.020866,0.027969,0.020125,0.018719,0.023259,0.029963,0.022302,0.026245,0.025103,0.025823,0.015213,0.02159,0.019953,0.025624,0.023117,0.020489,0.023357,0.020711,0.010025,0.024121,0.030207,0.042015,0.024451,0.023681,0.023227,0.02799,0.021397,0.018178,0.0251,0.019438,0.021887,0.021102,0.014925,0.017573,0.029117,0.034953,0.032528,0.036271,0.030837,0.026781,0.028754,0.021481,0.024954,0.029502,0.01879,0.016588,0.028479,0.02699,0.025715,0.028972,0.039518,0.036545,0.029484,0.02269,0.0091781,0.016218,0.019606,0.021917,0.020139,0.022587,0.024347,0.024296,0.030986,0.021562,0.034936,0.03138,0.02476,0.021158,0.036465,0.023482,0.019499,0.030277
0.049044,0.054333,0.037933,0.028465,0.058419,0.040728,0.038202,0.040828,0.054693,0.056984,0.039377,0.034299,0.042577,0.036346,0.04483,0.043588,0.041966,0.043745,0.046651,0.050218,0.047094,0.04254,0.042651,0.046867,0.039622,0.03935,0.038982,0.038475,0.047222,0.041106,0.053076,0.060005,0.044221,0.043713,0.045794,0.055034,0.027631,0.032114,0.040676,0.042897,0.035866,0.030698,0.044802,0.041909,0.045096,0.052509,0.029754,0.032334,0.033327,0.027976,0.040155,0.047299,0.029909,0.031639,0.040745,0.041374,0.052354,0.052642,0.032905,0.040547,0.050237,0.050028,0.047627,0.047806,0.038085,0.035539,0.04187,0.043329,0.046718,0.051703,0.038666,0.033183,0.047212,0.052621,0.039986,0.040616,0.04046,0.050551,0.047562,0.037486,0.02288,0.033481,0.023567,0.020166,0.024229,0.034656,0.045855,0.043162,0.04536,0.046662,0.0287,0.039069,0.028955,0.067661,0.044233,0.029622,0.048007,0.035773,0.018799,0.048795,0.043448,0.050777,0.044362,0.038062,0.021979,0.045519,0.034517,0.031045,0.033206,0.023551,0.032548,0.031121,0.020106,0.033726,0.038269,0.047482,0.050202,0.052409,0.030101,0.030524,0.053266,0.039667,0.032537,0.055911,0.040095,0.032165,0.047242,0.046889,0.045697,0.045514,0.057202,0.047208,0.043805,0.046067,0.014758,0.021613,0.041527,0.039746,0.032495,0.034821,0.038134,0.033119,0.038866,0.036614,0.043907,0.050729,0.039762,0.041111,0.048,0.034576,0.028399,0.038807
0.034282,0.037922,0.02691,0.024607,0.03716,0.030058,0.02943,0.034255,0.033685,0.033463,0.034988,0.029327,0.035465,0.031913,0.03265,0.039008,0.030235,0.032798,0.029622,0.031565,0.034622,0.032222,0.028364,0.031379,0.029754,0.031264,0.026002,0.028413,0.036479,0.030155,0.03482,0.034515,0.031235,0.030103,0.033606,0.035753,0.022037,0.025119,0.026792,0.034564,0.025168,0.02207,0.026786,0.027384,0.035172,0.036945,0.023591,0.022139,0.027797,0.024143,0.027543,0.032731,0.026759,0.029008,0.029507,0.037272,0.030191,0.035943,0.026388,0.030157,0.032268,0.032735,0.031924,0.032155,0.026105,0.024654,0.029122,0.030236,0.027844,0.031954,0.027593,0.0256,0.033148,0.033312,0.032151,0.027405,0.028352,0.035151,0.034256,0.028295,0.02294,0.029139,0.019037,0.017215,0.02085,0.025913,0.027622,0.029762,0.028234,0.030723,0.022722,0.028048,0.019413,0.05159,0.031828,0.027346,0.02887,0.023099,0.01659,0.033672,0.033887,0.03275,0.028576,0.026613,0.022052,0.033775,0.028577,0.025613,0.030256,0.022808,0.026133,0.025034,0.018642,0.024696,0.022038,0.027643,0.03239,0.03303,0.026868,0.025767,0.033226,0.028534,0.028741,0.03352,0.025236,0.023668,0.031743,0.035426,0.03445,0.032598,0.037013,0.030975,0.034153,0.031188,0.013268,0.025928,0.030639,0.031418,0.02876,0.029316,0.030083,0.027659,0.031553,0.028863,0.033177,0.042147,0.026705,0.026205,0.032765,0.023733,0.024671,0.030943
0.0639,0.067227,0.045257,0.040847,0.070771,0.06116,0.045988,0.043129,0.061621,0.066913,0.052391,0.053614,0.065416,0.055157,0.056436,0.054885,0.060587,0.054618,0.067591,0.061936,0.067285,0.061172,0.056657,0.06083,0.045064,0.05529,0.047452,0.046507,0.063415,0.055749,0.061883,0.06506,0.05965,0.060609,0.055187,0.05587,0.037744,0.038971,0.067708,0.056944,0.048263,0.049096,0.062102,0.06143,0.049429,0.053893,0.032281,0.04673,0.038172,0.039756,0.063241,0.073082,0.054758,0.050112,0.063301,0.048561,0.065226,0.063886,0.049434,0.047142,0.063482,0.062481,0.06549,0.063495,0.051555,0.061646,0.061853,0.066749,0.070962,0.075415,0.056847,0.067282,0.063303,0.066906,0.06386,0.063473,0.057976,0.05482,0.066735,0.055722,0.034139,0.04707,0.044246,0.035911,0.043989,0.066642,0.064853,0.051055,0.05979,0.055109,0.043341,0.050201,0.033836,0.096321,0.054763,0.050487,0.052297,0.058379,0.051053,0.051699,0.048101,0.046444,0.05943,0.047519,0.069983,0.087524,0.056174,0.053022,0.053562,0.042035,0.048633,0.04713,0.042632,0.053728,0.049022,0.056277,0.062025,0.058997,0.070126,0.069453,0.064048,0.069627,0.042067,0.065851,0.057606,0.054272,0.064766,0.059449,0.069359,0.070814,0.064451,0.057062,0.058011,0.061447,0.040291,0.05441,0.071558,0.05519,0.047791,0.050514,0.047309,0.041177,0.052579,0.061169,0.059807,0.063009,0.052301,0.056047,0.060934,0.048468,0.060372,0.063266
0.04078,0.044323,0.033107,0.031392,0.041408,0.040011,0.029563,0.029947,0.03546,0.038368,0.044449,0.037049,0.039652,0.041702,0.039178,0.039852,0.037571,0.032872,0.038202,0.035899,0.040881,0.037018,0.036507,0.036051,0.034045,0.035683,0.033979,0.032207,0.044485,0.040208,0.038301,0.037458,0.035176,0.035297,0.037254,0.034461,0.028403,0.029711,0.0452,0.038004,0.031453,0.037623,0.03561,0.035674,0.033478,0.038554,0.02556,0.031962,0.029277,0.027806,0.038686,0.041579,0.035196,0.036327,0.040013,0.04282,0.037612,0.040141,0.035429,0.031834,0.036455,0.038647,0.038694,0.039834,0.031924,0.041344,0.038193,0.040341,0.041637,0.045597,0.036918,0.039279,0.041209,0.040489,0.042917,0.037263,0.035958,0.034433,0.039405,0.035138,0.028892,0.034375,0.03294,0.030852,0.035929,0.045272,0.036129,0.035999,0.034502,0.035781,0.040995,0.032425,0.022232,0.050499,0.034556,0.040269,0.031321,0.034171,0.034638,0.028442,0.031923,0.028693,0.036937,0.031097,0.058509,0.051566,0.036991,0.033556,0.038595,0.035151,0.033406,0.032991,0.032339,0.034762,0.029873,0.032992,0.037924,0.035849,0.044614,0.046201,0.039438,0.042802,0.032586,0.037994,0.037023,0.040065,0.040357,0.04938,0.042105,0.041617,0.039403,0.040816,0.039808,0.036556,0.034735,0.042581,0.04641,0.03585,0.035163,0.035945,0.035291,0.032874,0.037393,0.040265,0.039234,0.045026,0.031197,0.032667,0.037679,0.036285,0.040215,0.039976
0.060514,0.065887,0.052775,0.05355,0.07418,0.068258,0.062226,0.049761,0.068217,0.076121,0.062176,0.064398,0.07338,0.058096,0.064698,0.062829,0.074115,0.067186,0.083134,0.076634,0.07364,0.073702,0.070658,0.077414,0.055357,0.074161,0.052569,0.055718,0.05867,0.058729,0.070246,0.072123,0.07711,0.075809,0.061256,0.06323,0.047351,0.047258,0.062066,0.066497,0.060585,0.059365,0.081299,0.073828,0.052991,0.057881,0.038494,0.049212,0.046371,0.046856,0.078035,0.083651,0.058359,0.051957,0.067986,0.051432,0.07635,0.075789,0.057119,0.061365,0.076702,0.079228,0.08489,0.076188,0.073524,0.076415,0.073755,0.082063,0.077424,0.084153,0.069348,0.08065,0.064475,0.06806,0.07184,0.076032,0.069225,0.06144,0.079581,0.073757,0.039588,0.047965,0.046583,0.032772,0.042582,0.066688,0.073728,0.062463,0.07287,0.073569,0.044015,0.070966,0.040134,0.097592,0.074879,0.055968,0.069102,0.065885,0.047954,0.067188,0.064591,0.065838,0.06554,0.062512,0.06343,0.088137,0.071586,0.054011,0.061318,0.041261,0.056506,0.054412,0.060039,0.075536,0.067504,0.068903,0.07364,0.066503,0.068845,0.065474,0.081143,0.077644,0.04973,0.074012,0.072528,0.067568,0.075232,0.062554,0.079784,0.082851,0.061012,0.054719,0.064742,0.085591,0.048745,0.060152,0.072887,0.066169,0.061192,0.061512,0.05365,0.049842,0.065017,0.073063,0.066663,0.065341,0.070499,0.073068,0.067648,0.053271,0.068052,0.069959
0.035446,0.041077,0.037982,0.043347,0.04315,0.044733,0.037089,0.034274,0.0392,0.043255,0.046439,0.044505,0.044262,0.043322,0.043206,0.045196,0.043375,0.036846,0.043588,0.044439,0.044922,0.044383,0.041684,0.042616,0.041221,0.042318,0.037236,0.039384,0.040829,0.04012,0.043735,0.040081,0.042808,0.043179,0.039096,0.039209,0.035204,0.035353,0.039313,0.043554,0.039685,0.042773,0.043799,0.040798,0.034995,0.039336,0.029053,0.037512,0.03455,0.030697,0.045839,0.047678,0.04128,0.032752,0.044791,0.043509,0.046153,0.045372,0.04026,0.044662,0.042356,0.046222,0.046816,0.044136,0.044272,0.043792,0.04465,0.046596,0.042958,0.045333,0.042545,0.046126,0.042504,0.043776,0.042728,0.041511,0.040204,0.037413,0.045895,0.044539,0.031424,0.033819,0.031266,0.021836,0.033049,0.040997,0.039989,0.040862,0.040507,0.043046,0.035626,0.042588,0.030668,0.049002,0.041828,0.036687,0.040449,0.039419,0.028427,0.036518,0.04132,0.03963,0.037607,0.038134,0.042102,0.049126,0.043446,0.03546,0.044759,0.037528,0.038096,0.035037,0.036137,0.042812,0.039443,0.04056,0.044291,0.041035,0.04157,0.040878,0.045492,0.044489,0.038845,0.041922,0.044125,0.046313,0.043176,0.051641,0.0471,0.046855,0.036788,0.038989,0.045099,0.048828,0.037786,0.046734,0.044087,0.043896,0.042516,0.04301,0.038502,0.040836,0.046729,0.045404,0.04241,0.046052,0.041195,0.041526,0.040313,0.037502,0.045959,0.043508
0.075823,0.080221,0.074486,0.070666,0.084129,0.079162,0.088686,0.070973,0.085264,0.094538,0.07383,0.075991,0.085796,0.072948,0.077786,0.075266,0.088013,0.08621,0.096351,0.094747,0.086177,0.09067,0.087066,0.10336,0.07486,0.094149,0.067776,0.070009,0.066862,0.070326,0.080747,0.084407,0.093784,0.089776,0.084979,0.081193,0.05997,0.055999,0.067717,0.079291,0.074474,0.0896,0.095935,0.091281,0.082986,0.087082,0.048604,0.057971,0.056276,0.056798,0.096623,0.10222,0.072953,0.071708,0.081221,0.063938,0.088498,0.088656,0.071176,0.074605,0.085898,0.093436,0.10145,0.092217,0.084637,0.090079,0.084793,0.098286,0.094492,0.094269,0.088566,0.093295,0.073078,0.079406,0.097117,0.090916,0.082585,0.074347,0.093591,0.087681,0.047565,0.055378,0.063143,0.055898,0.044511,0.069849,0.085742,0.088004,0.087648,0.093317,0.052345,0.091717,0.058672,0.10525,0.10274,0.07758,0.091351,0.076987,0.073453,0.09072,0.093963,0.090011,0.076848,0.074071,0.082119,0.10124,0.086018,0.064752,0.070571,0.053585,0.072892,0.065427,0.085857,0.102,0.086684,0.090072,0.088715,0.082868,0.083482,0.079256,0.091888,0.085054,0.06108,0.086741,0.083701,0.08201,0.091988,0.065471,0.094622,0.095678,0.074635,0.071346,0.074467,0.10545,0.063337,0.071057,0.080562,0.080282,0.08694,0.078404,0.075962,0.064524,0.081726,0.088075,0.078721,0.073185,0.098401,0.092199,0.080863,0.071007,0.083557,0.085033
0.043776,0.047208,0.050164,0.052547,0.047318,0.050437,0.052182,0.045501,0.04809,0.05169,0.05385,0.052056,0.053405,0.052342,0.049368,0.048472,0.051463,0.048502,0.052719,0.052194,0.05099,0.05286,0.049206,0.053982,0.048429,0.052344,0.04377,0.047381,0.044155,0.045556,0.048993,0.047352,0.052504,0.050872,0.050271,0.047517,0.045276,0.038211,0.039392,0.04836,0.047731,0.053932,0.051468,0.051629,0.050494,0.051055,0.035468,0.040778,0.038351,0.03512,0.055699,0.053708,0.047357,0.048297,0.050213,0.052984,0.05018,0.051928,0.045483,0.048369,0.050587,0.054623,0.054034,0.052783,0.053152,0.049443,0.050935,0.053513,0.052819,0.050231,0.053354,0.051693,0.049301,0.051011,0.055746,0.05245,0.048195,0.045411,0.052271,0.051939,0.036902,0.039576,0.038938,0.032501,0.034343,0.043904,0.046284,0.053151,0.049153,0.053723,0.038775,0.054485,0.040155,0.05986,0.057039,0.04804,0.06031,0.047789,0.045761,0.049568,0.056209,0.05007,0.045028,0.043023,0.048965,0.050279,0.053069,0.037472,0.047391,0.044155,0.047295,0.040436,0.051263,0.055616,0.047759,0.052771,0.054969,0.0507,0.047316,0.049663,0.050845,0.050237,0.04475,0.048009,0.048622,0.054263,0.052306,0.045379,0.05371,0.0524,0.043693,0.042477,0.048814,0.061707,0.047413,0.049791,0.048542,0.052123,0.056889,0.051073,0.051267,0.052202,0.056893,0.054146,0.04815,0.050214,0.0549,0.049906,0.04673,0.043797,0.053049,0.050984
